OTUID,Genus,Species,Katie's notes,Pete's notes,OTUID,NCBI_top_match,NCBI_percent_identity,Local_database_top_match,Local_database_percent_identity
ASV_186,Telmatochromis,sp,bifrenatus or temporalis,,ASV_186,Telmatochromis temporalis,99.742,Telmatochromis_bifrenatus_KYB8,99.502
ASV_185,Unknown,sp,Cool potentially unknown species with affinity to Chalinochromis; clade of 9 ASVs with no ref among them,,ASV_185,Neolamprologus christyi,96.899,Neolamprologus_christyi_IZI8,97.015
ASV_184,Neolamprologus,modestus,could be tetracanthus,,ASV_184,Cichlidae environmental sample,99.483,Neolamprologus_tetracanthus_IPG3,99.254
ASV_183,Tanganicodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",,ASV_183,Eretmodus cyanostictus,98.191,Eretmodus_marksmithi_JXF4,98.259
ASV_182,,,,,ASV_182,Simochromis diagramma,99.483,Simochromis_diagramma_AUD8,98.507
ASV_181,,,,,ASV_181,Cardiopharynx schoutedeni,98.45,000000010_U07243.1_Cardiopharynx_schoutedeni_,98.45
ASV_180,Lamprologus,callipterus,Clear; 12 ASVs,,ASV_180,Lamprologus callipterus,99.225,Lamprologus_callipterus_JAB1,98.756
ASV_18,,,,,ASV_18,Petrochromis sp. 'Kazumbe',100,Petrochromis_sp_kazumbae_KEB4,99.751
ASV_179,,,,,ASV_179,Xenotilapia boulengeri,96.354,Xenotilapia_sp_kilesa_Bel03,99.254
ASV_178,,,,,ASV_178,Perissodus microlepis,99.483,000026837_EF679255.1_Perissodus_microlepis_,99.483
ASV_177,,,,,ASV_177,Tropheus moorii,97.761,Petrochromis_sp_polyodon_texas_LHB3,98.756
ASV_176,,,,,ASV_176,Petrochromis sp. 'Moshi yellow',99.225,Petrochromis_sp_moshi_yellow_LCF8,99.502
ASV_175,Spathodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",,ASV_175,Spathodus marlieri,100,Spathodus_erythrodon_JUB7,99.502
ASV_174,Telmatochromis ,sp,"Big mess, multiple species, many ASVs",,ASV_174,Telmatochromis bifrenatus,99.742,Telmatochromis_sp_dhonti_twiyu_LHC1,99.751
ASV_173,,,,,ASV_173,Gnathochromis pfefferi,100,Gnathochromis_pfefferi_AWE2,99.254
ASV_172,Lepidiolamprologus ,sp,"Clade of several Lepidiolamprologus species -- elongatus, profudicola, attenuatus...and also some Neolamprologus species. I don't know what's going on but it seems like a mess. 10 ASVs in this group. ",,ASV_172,Lepidiolamprologus kendalli,100,000015952_EF462269.1_Lepidiolamprologus_kendalli_,100
ASV_171,,,,,ASV_171,Cyprichromis pavo,98.191,Cyprichromis_pavo_JEB4,98.259
ASV_170,,,,,ASV_170,Tropheus moorii,98.756,Tropheus_sp_mpimbwe_LDI7,99.254
ASV_17,,,,,ASV_17,Pundamilia nyererei,99.005,000001733_AY930073.1_Astatotilapia_sp._R185_,98.966
ASV_169,Neolamprologus,niger,"seven ASVs, one single genbank sequence",,ASV_169,Neolamprologus niger,99.742,000003989_AY740391.1_Neolamprologus_niger_,99.742
ASV_168,,,,,ASV_168,Lobochilotes labiatus,99.742,Lobochilotes_labiatus_ISE5,98.756
ASV_167,,,,,ASV_167,Tropheus polli,99.742,Tropheus_polli_LEF9,99.751
ASV_166,,,,,ASV_166,Petrochromis sp. 'Kazumbe',99.483,Petrochromis_sp_kazumbae_KEB4,99.502
ASV_165,,,,,ASV_165,Petrochromis fasciolatus,98.966,Petrochromis_sp_polyodon_texas_LHB3,98.507
ASV_164,,,,,ASV_164,Grammatotria lemairii,97.416,Grammatotria_lemairii_JDD8,99.502
ASV_163,Neolamprologus,sp,"affiliated with longicaudatus and savoryi, but distinct clade of ASVs. It could be that there are no reference sequences of longicaudatus or savoryi from this part of the lake?  I am unfamiliar with the geographic distribution of these species",longicaudatus or savoryi,ASV_163,Neolamprologus longicaudatus,96.907,Neolamprologus_longicaudatus_JWI3,97.022
ASV_162,Neolamprologus,walteri,There are nearly identical haplotypes also IDd by the Salzburger group as chitamwebwai (?); This is a clear clade including 6 ASVs,,ASV_162,Neolamprologus walteri,100,Neolamprologus_chitamwebwai_KHA9,100
ASV_161,,,,,ASV_161,Petrochromis sp. 'Moshi',99.483,Petrochromis_sp_kazumbae_KEB4,99.502
ASV_160,,,,,ASV_160,Xenotilapia leptura,98.191,Asprotilapia_leptura_INF2,99.005
ASV_16,,,,,ASV_16,Petrochromis famula,100,Petrochromis_famula_IYA7,98.756
ASV_159,,,,,ASV_159,Petrochromis sp. 'Kazumbe',99.742,Petrochromis_sp_kazumbae_KEB4,99.751
ASV_158,,,,,ASV_158,Lobochilotes labiatus,99.483,Lobochilotes_labiatus_ISE5,98.756
ASV_157,,,,,ASV_157,Tropheus brichardi,99.483,Tropheus_sp_murago_LHD9,99.502
ASV_156,,,,,ASV_156,Enantiopus melanogenys,98.45,000003839_AY682517.1_Xenotilapia_melanogenys_,98.45
ASV_155,,,,,ASV_155,Petrochromis famula,99.742,Petrochromis_famula_IYA7,99.254
ASV_154,,,,,ASV_154,Haplochromis burtoni,99.502,Tropheus_moorii_JBH4,96.766
ASV_153,,,,,ASV_153,Tropheus moorii,100,Tropheus_sp_mpimbwe_LDI7,99.005
ASV_152,Trematocara,sp,In a clade with four other ASVs and several Trematocara. Unclear what species,,ASV_152,Trematocara marginatum,98.421,Trematocara_variabile_Bel33,98.756
ASV_151,,,,,ASV_151,Tropheus moorii,98.507,Tropheus_polli_LEF9,99.502
ASV_150,,,,,ASV_150,Interochromis loocki,100,Interochromis_loocki_IPF3,99.502
ASV_15,,,,,ASV_15,Limnotilapia dardennii,99.483,Limnotilapia_dardennii_AWI6,99.502
ASV_149,,,,,ASV_149,Tropheus polli,99.483,Tropheus_polli_LEF9,99.502
ASV_148,,,,,ASV_148,Petrochromis cf. polyodon SK-2009,99.742,000028660_GQ995767.1_Petrochromis_cf._polyodon_SK-2009_,99.742
ASV_147,Sarotherodon,sp,,,ASV_147,Stomatepia pindu,99.751,Sarotherodon_caroli_Z17,99.751
ASV_146,,,,,ASV_146,Tropheus moorii,98.756,Tropheus_sp_lunatus_KED7,99.751
ASV_145,,,,,ASV_145,Petrochromis sp. 'Moshi yellow',99.742,Petrochromis_sp_moshi_yellow_LCF8,99.751
ASV_144,Unknown,sp,Cool potentially unknown species with affinity to Chalinochromis; clade of 9 ASVs with no ref among them,,ASV_144,Neolamprologus christyi,96.641,Neolamprologus_christyi_IZI8,96.766
ASV_143,,,,,ASV_143,Callochromis macrops,99.742,Callochromis_melanostigma_KAF4,99.751
ASV_142,Neolamprologus,niger,"seven ASVs, one single genbank sequence",,ASV_142,Neolamprologus niger,99.483,000003989_AY740391.1_Neolamprologus_niger_,99.483
ASV_141,,,,,ASV_141,Grammatotria lemairii,96.899,Grammatotria_lemairii_JDD8,98.756
ASV_140,Tanganicodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",,ASV_140,Eretmodus cyanostictus,97.674,Eretmodus_marksmithi_JXF4,97.761
ASV_14,,,,,ASV_14,Haplochromis burtoni,99.751,Tropheus_moorii_JBH4,97.015
ASV_139,Telmatochromis ,sp,"Big mess, multiple species, many ASVs",,ASV_139,Telmatochromis bifrenatus,99.483,Telmatochromis_sp_dhonti_twiyu_LHC1,99.502
ASV_138,Tanganicodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",,ASV_138,Eretmodus cyanostictus,97.933,Eretmodus_marksmithi_JXF4,98.01
ASV_137,Bathybates,fasciatus,no species ID ambiguity; six ASVs in this clade,,ASV_137,Bathybates fasciatus,99.483,Bathybates_fasciatus_GPB2,99.254
ASV_136,Neolamprologus,niger,"seven ASVs, one single genbank sequence",,ASV_136,Neolamprologus niger,99.225,000003989_AY740391.1_Neolamprologus_niger_,99.225
ASV_135,,,,,ASV_135,Cardiopharynx schoutedeni,95.866,000000010_U07243.1_Cardiopharynx_schoutedeni_,95.866
ASV_134,,,,,ASV_134,Petrochromis sp. 'Moshi',99.742,Petrochromis_sp_red_LCD5,98.756
ASV_133,,,,,ASV_133,Xenotilapia leptura,99.742,Asprotilapia_leptura_INF2,99.502
ASV_132,,,,,ASV_132,Pseudosimochromis babaulti,100,000028678_GQ995785.1_Pseudosimochromis_babaulti_,100
ASV_131,Lamprologus,callipterus,Clear; 12 ASVs,,ASV_131,Lamprologus callipterus,98.966,Lamprologus_callipterus_JAB1,98.507
ASV_130,Tanganicodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",,ASV_130,Eretmodus cyanostictus,98.708,Eretmodus_marksmithi_JXF4,98.756
ASV_13,,,,,ASV_13,Limnotilapia dardennii,100,Limnotilapia_dardennii_AWI6,99.751
ASV_129,,,,,ASV_129,Petrochromis orthognathus,100,Petrochromis_sp_orthognathus_ikola_LFA8,99.254
ASV_128,,,,,ASV_128,Xenotilapia spiloptera,98.45,Xenotilapia_sp_spilopterus_north_LEA3,98.756
ASV_127,Neolamprologus,mondabu,clear clade with 14 ASVs; one genbank ref of mondabu,,ASV_127,Neolamprologus mondabu,99.742,000015925_EF462241.1_Neolamprologus_mondabu__000015926_EF462242.1_Neolamprologus_mondabu_,99.742
ASV_126,,,,,ASV_126,Haplochromis burtoni,99.502,Tropheus_moorii_JBH4,96.766
ASV_125,,,,,ASV_125,Haplochromis burtoni,99.502,Tropheus_moorii_JBH4,96.269
ASV_124,,,,,ASV_124,Haplotaxodon microlepis,99.742,000026828_EF679246.1_Haplotaxodon_microlepis_,99.742
ASV_123,,,,,ASV_123,Ctenochromis horei,99.742,Ctenochromis_horei_AXA7,99.751
ASV_122,,,,,ASV_122,Xenotilapia boulengeri,95.833,Xenotilapia_ochrogenys_JVI5,98.756
ASV_121,,,,,ASV_121,Ctenochromis horei,99.742,Ctenochromis_horei_AXA7,99.751
ASV_120,,,,,ASV_120,Pseudosimochromis curvifrons,99.742,Pseudosimochromis_curvifrons_AYC7,99.254
ASV_12,Neolamprologus,mondabu,clear clade with 14 ASVs; one genbank ref of mondabu,,ASV_12,Neolamprologus mondabu,100,000015925_EF462241.1_Neolamprologus_mondabu__000015926_EF462242.1_Neolamprologus_mondabu_,100
ASV_119,,,,,ASV_119,Petrochromis sp. 'Kazumbe',99.742,Petrochromis_sp_kazumbae_KEB4,99.751
ASV_118,,,,,ASV_118,Limnotilapia dardennii,99.483,Limnotilapia_dardennii_AWI6,99.502
ASV_117,,,,,ASV_117,Xenotilapia cf. bathyphila,97.933,Xenotilapia_bathyphilus_IVB5,99.005
ASV_116,Tanganicodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",,ASV_116,Eretmodus cyanostictus,99.742,Eretmodus_marksmithi_JXF4,99.751
ASV_115,,,,,ASV_115,Petrochromis cf. polyodon SK-2009,100,000028660_GQ995767.1_Petrochromis_cf._polyodon_SK-2009_,100
ASV_114,,,,,ASV_114,Cardiopharynx schoutedeni,96.124,000000010_U07243.1_Cardiopharynx_schoutedeni_,96.124
ASV_113,,,,,ASV_113,Callochromis macrops,97.674,Callochromis_macrops_BND3,98.507
ASV_112,,,,,ASV_112,Cyprichromis leptosoma,99.742,Cyprichromis_sp_dwarf_jumbo_KFA9,99.751
ASV_111,Bathybates,minor,no ambiguity in species ID; single ASV for the species,,ASV_111,Bathybates minor,100,Bathybates_minor_IXA5,100
ASV_110,,,,,ASV_110,Petrochromis orthognathus,99.742,Petrochromis_sp_orthognathus_ikola_LFA8,99.005
ASV_11,,,,,ASV_11,Cyprichromis pavo,98.191,Cyprichromis_pavo_JEB4,98.259
ASV_109,,,,,ASV_109,Ctenochromis horei,99.742,Ctenochromis_horei_AXA7,99.751
ASV_108,,,,,ASV_108,Trematochromis benthicola,99.722,Ctenochromis_benthicola_DMD1,97.264
ASV_107,,,,,ASV_107,Callochromis pleurospilus,97.933,Callochromis_melanostigma_KAF4,97.264
ASV_106,Eretmodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",cyanostictus,ASV_106,Cichlidae environmental sample,97.416,000002083_AF398220.1_Eretmodus_cyanostictus_,97.416
ASV_105,,,,,ASV_105,Petrochromis orthognathus,100,Petrochromis_sp_orthognathus_ikola_LFA8,99.751
ASV_104,Lepidiolamprologus ,sp,"Clade of several Lepidiolamprologus species -- elongatus, profudicola, attenuatus...and also some Neolamprologus species. I don't know what's going on but it seems like a mess. 10 ASVs in this group. ",,ASV_104,Neolamprologus meeli,100,000002111_DQ055038.1_Neolamprologus_cf._meeli/boulengeri__000002123_DQ055051.1_Neolamprologus_meeli__000002129_DQ055057.1_Lepidiolamprologus_attenuatus__000015960_EF462277.1_Neolamprologus_meeli_,100
ASV_103,,,,,ASV_103,Petrochromis cf. polyodon SK-2009,99.742,000028660_GQ995767.1_Petrochromis_cf._polyodon_SK-2009_,99.742
ASV_102,Lamprologus,callipterus,Clear; 12 ASVs,,ASV_102,Lamprologus callipterus,100,Neolamprologus_cancellatus_LJD1,99.254
ASV_101,Spathodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",,ASV_101,Spathodus erythrodon,96.899,000005428_AF317267.1_Spathodus_erythrodon_,96.899
ASV_100,Lepidiolamprologus,cunningtoni,,,ASV_100,Lepidiolamprologus cunningtoni,99.74,Lepidiolamprologus_cunningtoni_IOH5,99.502
ASV_10,,,,,ASV_10,Haplochromis burtoni,99.751,Tropheus_moorii_JBH4,96.517
ASV_1,,,,,ASV_1,Petrochromis sp. 'Kazumbe',100,Petrochromis_sp_kazumbae_KEB4,100
000102595_KX347752.1_Benitochromis_nigrodorsalis_,,,,,,,,,
000089677_KR010459.1_Astatotilapia_sp._2D10C_,,,,,,,,,
000089670_KR010452.1_Astatotilapia_calliptera__000089671_KR010453.1_Astatotilapia_calliptera_,,,,,,,,,
000089669_KR010451.1_Astatotilapia_sp._'Ruaha'_,,,,,,,,,
000089668_KR010450.1_Astatotilapia_sp._'Ruaha'__000089678_KR010460.1_Astatotilapia_sp._'Ruaha'__000089679_KR010461.1_Astatotilapia_sp._'Ruaha'_,,,,,,,,,
000089667_KR010449.1_Astatotilapia_sp._'Blue_Rufiji'_,,,,,,,,,
000088098_KJ955424.1_Xenotilapia_leptura_,,,,,,,,,
000088097_KJ955423.1_Baileychromis_centropomoides_,,,,,,,,,
000088087_KJ955412.1_Astatotilapia_calliptera_,,,,,,,,,
000087805_KF359882.1_Benitochromis_batesii_,,,,,,,,,
000087804_KF359881.1_Benitochromis_conjunctus_,,,,,,,,,
000087803_KF359880.1_Benitochromis_riomuniensis_,,,,,,,,,
000087802_KF359879.1_Benitochromis_nigrodorsalis_,,,,,,,,,
000087801_KF359878.1_Benitochromis_finleyi_,,,,,,,,,
000085052_KM288988.1_Xenotilapia_spiloptera_,,,,,,,,,
000085051_KM288987.1_Xenotilapia_spiloptera_,,,,,,,,,
000085050_KM288986.1_Xenotilapia_spiloptera_,,,,,,,,,
000085049_KM288985.1_Xenotilapia_flavipinnis_,,,,,,,,,
000085048_KM288984.1_Xenotilapia_flavipinnis_,,,,,,,,,
000085047_KM288983.1_Xenotilapia_flavipinnis_,,,,,,,,,
000085046_KM288982.1_Xenotilapia_boulengeri_,,,,,,,,,
000085045_KM288980.1_Xenotilapia_boulengeri_,,,,,,,,,
000085043_KM288978.1_Variabilichromis_moorii_,,,,,,,,,
000085042_KM288977.1_Variabilichromis_moorii__000085044_KM288979.1_Variabilichromis_moorii_,,,,,,,,,
000085041_KM288975.1_Tropheus_moorii_,,,,,,,,,
000085040_KM288974.1_Tropheus_moorii_,,,,,,,,,
000085039_KM288971.1_Pseudosimochromis_pleurospilus_,,,,,,,,,
000085037_KM288969.1_Pseudosimochromis_pleurospilus_,,,,,,,,,
000085036_KM288967.1_Simochromis_diagramma_,,,,,,,,,
000085035_KM288966.1_Simochromis_diagramma_,,,,,,,,,
000085034_KM288965.1_Petrochromis_polyodon_,,,,,,,,,
000085032_KM288963.1_Petrochromis_polyodon__000085033_KM288964.1_Petrochromis_polyodon_,,,,,,,,,
000085031_KM288962.1_Perissodus_microlepis_,,,,,,,,,
000085030_KM288961.1_Perissodus_microlepis_,,,,,,,,,
000085029_KM288960.1_Perissodus_microlepis_,,,,,,,,,
000085028_KM288959.1_Petrochromis_fasciolatus_,,,,,,,,,
000085027_KM288958.1_Petrochromis_fasciolatus_,,,,,,,,,
000085026_KM288957.1_Petrochromis_fasciolatus_,,,,,,,,,
000085025_KM288956.1_Petrochromis_fasciolatus_,,,,,,,,,
000085024_KM288953.1_Petrochromis_famula_,,,,,,,,,
000085023_KM288951.1_Paracyprichromis_brieni_,,,,,,,,,
000085022_KM288950.1_Paracyprichromis_brieni_,,,,,,,,,
000085021_KM288949.1_Ophthalmotilapia_nasuta_,,,,,,,,,
000085020_KM288948.1_Ophthalmotilapia_nasuta_,,,,,,,,,
000085019_KM288947.1_Ophthalmotilapia_nasuta_,,,,,,,,,
000085018_KM288946.1_Ophthalmotilapia_ventralis_,,,,,,,,,
000085017_KM288945.1_Ophthalmotilapia_ventralis_,,,,,,,,,
000085016_KM288944.1_Ophthalmotilapia_ventralis_,,,,,,,,,
000085015_KM288943.1_Oreochromis_tanganicae_,,,,,,,,,
000085014_KM288941.1_Oreochromis_tanganicae_,,,,,,,,,
000085013_KM288940.1_Lobochilotes_labiatus_,,,,,,,,,
000085012_KM288939.1_Lobochilotes_labiatus_,,,,,,,,,
000085011_KM288938.1_Lobochilotes_labiatus_,,,,,,,,,
000085009_KM288936.1_Lepidiolamprologus_elongatus__000085010_KM288937.1_Lepidiolamprologus_elongatus_,,,,,,,,,
000085008_KM288935.1_Lepidiolamprologus_elongatus_,,,,,,,,,
000085007_KM288934.1_Interochromis_loocki_,,,,,,,,,
000085006_KM288933.1_Interochromis_loocki_,,,,,,,,,
000085004_KM288931.1_Interochromis_loocki_,,,,,,,,,
000085003_KM288930.1_Interochromis_loocki_,,,,,,,,,
000085001_KM288928.1_Xenotilapia_melanogenys_,,,,,,,,,
000084999_KM288926.1_Ectodus_descampsii_,,,,,,,,,
000084998_KM288925.1_Ectodus_descampsii_,,,,,,,,,
000084997_KM288924.1_Ectodus_descampsii_,,,,,,,,,
000084995_KM288997.1_Callochromis_macrops__000084996_KM288998.1_Callochromis_macrops_,,,,,,,,,
000084994_KM288996.1_Callochromis_macrops_,,,,,,,,,
000084993_KM288995.1_Cunningtonia_longiventralis_,,,,,,,,,
000084992_KM288993.1_Cunningtonia_longiventralis_,,,,,,,,,
000084991_KM288992.1_Cyphotilapia_gibberosa_,,,,,,,,,
000084990_KM288991.1_Ctenochromis_horei_,,,,,,,,,
000084987_KM288923.1_Cyathopharynx_furcifer_,,,,,,,,,
000084986_KM288922.1_Cyathopharynx_furcifer_,,,,,,,,,
000084984_KM288920.1_Cyathopharynx_furcifer_,,,,,,,,,
000084983_KM288918.1_Cyathopharynx_foae_,,,,,,,,,
000084982_KM288917.1_Cyathopharynx_foae__000084985_KM288921.1_Cyathopharynx_furcifer_,,,,,,,,,
000084981_KM288916.1_Cyathopharynx_foae_,,,,,,,,,
000084977_KM288911.1_Xenotilapia_leptura_,,,,,,,,,
000084976_KM288910.1_Xenotilapia_leptura_,,,,,,,,,
000084975_KM288909.1_Aulonocranus_dewindti_,,,,,,,,,
000084974_KM288908.1_Aulonocranus_dewindti_,,,,,,,,,
000084973_KM288907.1_Aulonocranus_dewindti_,,,,,,,,,
000082982_AB915416.1_Cyprichromis_leptosoma_,,,,,,,,,
000082877_KJ816406.1_Benitochromis_aff._finleyi_'Njombe'_,,,,,,,,,
000082875_KJ816404.1_Benitochromis_batesii_,,,,,,,,,
000077687_AB850676.1_Petrochromis_sp._TT-2013_,,,,,,,,,
000077686_AB850675.1_Petrochromis_sp._TT-2013_,,,,,,,,,
000077685_AB850673.1_Petrochromis_sp._TT-2013_,,,,,,,,,
000077683_AB850671.1_Petrochromis_sp._TT-2013__000077684_AB850672.1_Petrochromis_sp._TT-2013_,,,,,,,,,
000077681_AB850665.1_Petrochromis_macrognathus__000077682_AB850667.1_Petrochromis_macrognathus_,,,,,,,,,
000076571_KJ187245.1_Tropheus_duboisi_,,,,,,,,,
000076570_KJ187244.1_Chalinochromis_brichardi_,,,,,,,,,
000076566_KJ187240.1_Neolamprologus_timidus_,,,,,,,,,
000076564_KJ187238.1_Neolamprologus_toae_,,,,,,,,,
000076563_KJ187237.1_Chalinochromis_brichardi_,,,,,,,,,
000076561_KJ187234.1_Neolamprologus_ventralis_,,,,,,,,,
000076560_KJ187233.1_Neolamprologus_timidus__000076562_KJ187236.1_Neolamprologus_timidus__000076565_KJ187239.1_Neolamprologus_timidus_,,,,,,,,,
000076556_KJ187229.1_Telmatochromis_brachygnathus_,,,,,,,,,
000072951_KJ176276.1_Ctenochromis_horei_,,,,,,,,,
000072947_KJ176272.1_Trematocara_cf._variabile_P-AA-0586_,,,,,,,,,
000072946_KJ176271.1_Tanganicodus_irsacae_,,,,,,,,,
000072941_KJ176266.1_Telmatochromis_temporalis_,,,,,,,,,
000072940_KJ176265.1_Tropheus_moorii_,,,,,,,,,
000072938_KJ176263.1_Cyphotilapia_gibberosa_,,,,,,,,,
000072937_KJ176262.1_Lamprologus_signatus_,,,,,,,,,
000072935_KJ176260.1_Lepidiolamprologus_nkambae_,,,,,,,,,
000072934_KJ176259.1_Pseudosimochromis_pleurospilus_,,,,,,,,,
000061551_JX910898.1_Trematocara_marginatum_,,,,,,,,,
000061513_JX910856.1_Ctenochromis_pectoralis_,,,,,,,,,
000057374_JX157071.1_Tropheus_moorii_,,,,,,,,,
000057372_JX157069.1_Ctenochromis_horei__000057373_JX157070.1_Ctenochromis_horei_,,,,,,,,,
000057364_JX157061.1_Lamprologus_tigripictilis_,,,,,,,,,
000056970_HE961975.1_Tropheus_moorii_,,,,,,,,,
000056969_HE961974.1_Petrochromis_trewavasae_,,,,,,,,,
000056001_JN628855.1_Astatotilapia_calliptera_,,,,,,,,,
000054695_JQ755391.1_Tropheus_brichardi_,,,,,,,,,
000054694_JQ755390.1_Pseudosimochromis_marginatus_,,,,,,,,,
000054693_JQ755389.1_Pseudosimochromis_marginatus_,,,,,,,,,
000054692_JQ755388.1_Simochromis_diagramma_,,,,,,,,,
000054691_JQ755387.1_Petrochromis_sp._'Moshi'_,,,,,,,,,
000054690_JQ755386.1_Petrochromis_sp._'Moshi'_,,,,,,,,,
000054689_JQ755385.1_Petrochromis_sp._'Moshi'_,,,,,,,,,
000054682_JQ755368.1_Petrochromis_sp._'Kazumbe'__000054683_JQ755372.1_Petrochromis_sp._'Kazumbe'__000054688_JQ755379.1_Petrochromis_sp._'Kazumbe'_,,,,,,,,,
000054681_JQ755363.1_Petrochromis_sp._'green'_,,,,,,,,,
000054679_JQ755361.1_Petrochromis_orthognathus_,,,,,,,,,
000054678_JQ755360.1_Petrochromis_famula_,,,,,,,,,
000054677_JQ755359.1_Pseudosimochromis_curvifrons_,,,,,,,,,
000054676_JQ755358.1_Pseudosimochromis_curvifrons_,,,,,,,,,
000054672_JQ755346.1_Petrochromis_cf._polyodon_CEW-2012_,,,,,,,,,
000054670_JQ755342.1_Petrochromis_cf._polyodon_CEW-2012_,,,,,,,,,
000054571_JQ950383.1_Astatotilapia_sp._'red_chest'_,,,,,,,,,
000054570_JQ950382.1_Astatotilapia_sp._'orange_shoulder'_,,,,,,,,,
000054568_JQ950380.1_Astatotilapia_flaviijosephi_,,,,,,,,,
000054565_JQ950377.1_Astatotilapia_calliptera_,,,,,,,,,
000054559_JQ950366.1_Neolamprologus_savoryi_,,,,,,,,,
000054558_JQ950365.1_Lepidiolamprologus_cunningtoni_,,,,,,,,,
000053037_JF900328.1_Trematocara_nigrifrons_,,,,,,,,,
000053036_JF900327.1_Trematocara_marginatum_,,,,,,,,,
000053035_JF900326.1_Petrochromis_polyodon_,,,,,,,,,
000053033_JF900324.1_Petrochromis_famula_,,,,,,,,,
000053032_JF900323.1_Petrochromis_trewavasae_,,,,,,,,,
000053031_JF900320.1_Trematochromis_benthicola_,,,,,,,,,
000041184_JF961463.1_Lamprologus_werneri_,,,,,,,,,
000038891_AB588116.1_Paracyprichromis_nigripinnis_,,,,,,,,,
000038890_AB588115.1_Paracyprichromis_brieni_,,,,,,,,,
000038887_AB588112.1_Cyprichromis_zonatus__000038888_AB588113.1_Cyprichromis_zonatus__000038889_AB588114.1_Cyprichromis_zonatus_,,,,,,,,,
000038886_AB588111.1_Cyprichromis_pavo_,,,,,,,,,
000038885_AB588110.1_Cyprichromis_pavo_,,,,,,,,,
000038884_AB588109.1_Cyprichromis_pavo_,,,,,,,,,
000038883_AB588102.1_Cyprichromis_leptosoma_,,,,,,,,,
000038879_AB588097.1_Cyprichromis_leptosoma_,,,,,,,,,
000038878_AB588092.1_Cyprichromis_coloratus_,,,,,,,,,
000038877_AB588088.1_Cyprichromis_coloratus_,,,,,,,,,
000038874_AB588075.1_Cyprichromis_coloratus_,,,,,,,,,
000038873_AB588069.1_Cyprichromis_coloratus_,,,,,,,,,
000038870_AB588066.1_Cyprichromis_coloratus_,,,,,,,,,
000038869_AB588064.1_Cyprichromis_coloratus_,,,,,,,,,
000038865_AB588057.1_Cyprichromis_coloratus_,,,,,,,,,
000038864_AB588056.1_Cyprichromis_coloratus__000038866_AB588058.1_Cyprichromis_coloratus__000038867_AB588059.1_Cyprichromis_coloratus__000038868_AB588062.1_Cyprichromis_coloratus__000038871_AB588067.1_Cyprichromis_coloratus__000038872_AB588068.1_Cyprichromis_coloratus__000038876_AB588084.1_Cyprichromis_coloratus_,,,,,,,,,
000038863_AB588055.1_Cyprichromis_coloratus__000038875_AB588083.1_Cyprichromis_coloratus_,,,,,,,,,
000033409_HM135112.1_Chalinochromis_brichardi_,,,,,,,,,
000033408_HM135111.1_Xenotilapia_boulengeri_,,,,,,,,,
000033255_HM623830.1_Lepidiolamprologus_profundicola_,,,,,,,,,
000033254_HM623829.1_Lepidiolamprologus_elongatus_,,,,,,,,,
000033253_HM623828.1_Neolamprologus_sexfasciatus_,,,,,,,,,
000033252_HM623827.1_Neolamprologus_petricola_,,,,,,,,,
000033249_HM623824.1_Neolamprologus_obscurus_,,,,,,,,,
000033247_HM623822.1_Neolamprologus_tetracanthus_,,,,,,,,,
000033246_HM623821.1_Neolamprologus_modestus_,,,,,,,,,
000033245_HM623820.1_Chalinochromis_brichardi_,,,,,,,,,
000033244_HM623819.1_Julidochromis_marlieri_,,,,,,,,,
000033243_HM623818.1_Julidochromis_regani_,,,,,,,,,
000033242_HM623817.1_Neolamprologus_falcicula_,,,,,,,,,
000033241_HM623816.1_Neolamprologus_gracilis_,,,,,,,,,
000033239_HM623814.1_Neolamprologus_leleupi_,,,,,,,,,
000033238_HM623813.1_Neolamprologus_toae_,,,,,,,,,
000033237_HM623812.1_Neolamprologus_furcifer_,,,,,,,,,
000033235_HM623810.1_Neolamprologus_savoryi_,,,,,,,,,
000033234_HM623809.1_Neolamprologus_bifasciatus_,,,,,,,,,
000033233_HM623808.1_Neolamprologus_walteri_,,,,,,,,,
000033231_HM623806.1_Neolamprologus_savoryi_,,,,,,,,,
000033230_HM623805.1_Neolamprologus_savoryi_,,,,,,,,,
000033229_HM623804.1_Telmatochromis_dhonti_,,,,,,,,,
000033227_HM623802.1_Neolamprologus_sp._'Kipili'_,,,,,,,,,
000033226_HM623801.1_Neolamprologus_sp._'ndobnoi'_,,,,,,,,,
000033225_HM623800.1_Neolamprologus_savoryi_,,,,,,,,,
000033224_HM623799.1_Neolamprologus_splendens_,,,,,,,,,
000033222_HM623797.1_Neolamprologus_marunguensis__000033223_HM623798.1_Neolamprologus_gracilis_,,,,,,,,,
000033221_HM623796.1_Neolamprologus_savoryi_,,,,,,,,,
000033219_HM623794.1_Neolamprologus_sp._'eseki'__000076557_KJ187230.1_Neolamprologus_sp._'Mwila'_,,,,,,,,,
